video_id,translation,num_frames,error,frame_extraction_time,spatial_feature_time,motion_feature_time,inference_time,total_time,translation_en
EiPus06oKy0-00:00:25.160-00:00:26.640,slove ihnen im südwesten europa.,45.0,,0.013,2.673,3.785,2.629,9.272,slove them in the south west of Europe.
9sFoofToRqM-00:10:12.000-00:10:15.457,es gibt ein wetterwarning an den mittelmeer hat es ja wartet derzeit ein wartet auf unserem wetter.,83.0,,0.019,5.903,9.418,2.676,18.192,there is a weather warning to the Mediterranean has it waiting for us at the moment a waiting for our weather.
AdDxgNZ7nC0-00:18:03.082-00:18:22.101,e                               ,570.0,,0.099,32.819,67.488,4.183,104.79,e
8Pgz-GaUC6M-00:09:49.004-00:10:16.282,wuhl das wetter ändert sich fast es ändert sich es raus raus obra raus obra raus obra raus obra raus obra raus obra,655.0,,0.112,37.33,74.738,4.179,116.56,wuhl the weather changes almost it changes it out obra out obra out obra out obra out obra out obra out obra out obra
3zBcV4VQ2lg-00:06:54.980-00:07:01.379,"in syttävä, таки,,,,,,,,,,,,,,,,, ",192.0,,0.039,11.028,21.741,4.152,37.16,"in syttävä, таки,,,,,,,,,,,,,,,,,"
ezAvfUPI1To-00:09:18.279-00:09:28.879,ludwig holstein wohnt großbritannien während elbe großbritannien liegt just an der küste zwischen ostsee und thüringen.,318.0,,0.057,18.199,35.894,3.13,57.453,ludwig holstein lives in Great Britain while Elbe Great Britain lies just on the coast between eastern lake and Thuringia.
0ozA6CspdcQ-00:00:07.919-00:00:09.339,christias. christia christia christia christia christia christia christia christia christia christia christia christia christia christia ,43.0,,0.013,2.386,3.776,4.164,10.541,christia. christia christia christia christia christia christia christia christia christia christia christia christia christia christia christia
j2iRHiIYtTg-00:09:45.418-00:09:48.421,es roart roart und es schüttet große trächtige luft im südwesten deutschlands mit starken böen mit böen und stürmischen böen.,90.0,,0.021,5.125,9.433,4.098,18.854,it roart roart and it pours great pregnant air in the southwestern part of Germany with strong boes with boes and stormy boes.
cunzvS3XRX4-00:08:24.461-00:08:36.307,es gibt einige gebiete werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte werte ,285.0,,0.049,16.509,32.293,4.166,53.191,there are some areas values values values values values values values values values values values values values values values values values values values values values values values values
zCCUZIqwDJw-00:09:36.320-00:09:43.320,in dieser südlichen ostsee etkint ihnen eine ostsee ostseeküste während es von dieser ostseeküste abgesehen drängt.,210.0,,0.047,11.998,23.69,3.5,39.437,In this southern eastern lake there is an eastern lake coast as it pushes them apart from this eastern coast.
BwIIUBEqyzM-00:01:41.367-00:01:55.481,und der wind stürmt richtung osten osten südostosten ostschweden ostseeküste ostseeküste ostseeküste ostseeküste ostseeküste sturmbö,339.0,,0.058,20.803,38.202,4.105,63.342,and the wind storms east east east south coast east Sweden east sea coast east sea coast east sea coast east sea coast stormbö
d65LN13bioQ-00:02:00.879-00:02:08.879,es gibt weitere linie figurative figurative abkühlung die figura figura figura figura figura figura figura figura figura figura figura figura figura figura figura,192.0,,0.037,10.43,21.465,4.11,36.244,there is more line figurative figurative cooling the figura figura figura figura figura figura figura figura figura figura figura figura figura figura figura
fKp-LcL_C0g-00:08:22.240-00:08:28.439,es gibt weitere wettervorlage die gibt es im südwesten europas bei verkehrsbeziehungen beziehungsweise richtung ostsee e wahrscheinlich gibt es abgesehen von diesen hohen bergen auch ruhigen  umgebung ,186.0,,0.035,10.367,20.149,4.103,34.827,there are other weather forecasts that exist in the south west of Europe in traffic relations or direction of eastern lake e probably there are apart from these high mountains also quiet environment
ApwxdbyKZM8-00:00:35.659-00:00:43.479,"e qualtit en qué e t en só que e entend. e chten entspannungs que entspannungs. e chten entligt ense tete énergie. e energie. énergie, ",235.0,,0.042,13.184,27.363,4.103,44.867,"e qualtit en qué e t en só que e entend. e qualit en qué e t en só que e entend. e qualit en qué e t en só que e entend. e energie,"
2Wsw0KI-yQg-00:18:42.208-00:18:45.415,die folge es strömt mit flüssige luft zu uns.,77.0,,0.02,4.543,7.533,1.343,13.638,that follows it flows to us with liquid air.
0AQHLPt8NDk-00:00:06.272-00:00:08.903,es gibt ihnen aber zahlreiche wetterdienste es gibt ihnen aber nur vereinzelt blüen vereinzelt druck vereinzelt blüen druck.,79.0,,0.018,4.651,7.622,3.408,15.875,but there are numerous weather services there are but only isolated blooming isolated pressure isolated blooming pressure.
7yYu5s4k8Ig-00:02:05.640-00:02:20.120,es könnte also been vermerkt wenn es sich im blick auf blick auf blick auf blick auf blick auf blick auf blick auf blick auf blick auf blick auf blick auf blick auf blick auf blick auf blick auf blick auf ,434.0,,0.073,24.448,49.794,4.121,78.639,"it could be noted, therefore, if it is looking at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at a look at"
4CZCJPhojUc-00:05:09.934-00:05:18.860,es ändert sich vor allem in den nächsten tagen aber es ändert sich vor allem in den landesteilen da ändert sich erstmal das wetter und das entspannungs gibt es in den nächsten tagen.,215.0,,0.042,12.259,23.052,4.169,39.697,it changes especially in the next days but it changes especially in the parts of the country since the weather first changes and the relaxation there in the next days.
FV4HBtRL89c-00:00:15.928-00:00:27.652,und diese entwicklung ebbt sich also über tausend kilometer linie schritte in schritte um schritte in schritte um schritte in schritte.,282.0,,0.05,15.334,31.743,3.493,50.792,and this development thus ebbs over a thousand kilometers of line steps in steps by steps in steps by steps.
3TEQLFpSk2I-00:04:56.100-00:05:07.660,a blühem herbst ich vielen guten komünen aus osten e e s hat zu blühem a blühem a blühem a blühem a b,347.0,,0.061,21.525,39.564,4.121,65.472,a bloom a bloom a bloom a bloom a bloom a b
Ct-0LgiwtBs-00:04:53.000-00:05:00.240,etliche ungemütliche punkte die umweltlage eines tiefs über russland und das europäische wetterdienst sorgt dafür dass es mit freundlichem wetter zu tun kommt.,217.0,,0.04,13.527,23.36,3.723,40.826,several uncomfortable points the environmental situation of a deep russia and the European weather service ensures that it comes to deal with friendly weather.
j2iRHiIYtTg-00:10:21.921-00:10:24.355,e widt e wid e wid wid e wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid,73.0,,0.018,4.972,8.704,4.12,18.015,e wide e wide e wide e wide e wide wid wide wid wide wid wide wid wide wid wide wid wide wid wide wid wide wid wide wid wide wid wide wid wide wid wide wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid wid
cunzvS3XRX4-00:06:31.557-00:06:40.608,es ändert sich vor allem in dieser woche die wetterlage die ändert sich vor allem in blauen nebel holsteins bei rothaargebirge es rothaargebirge rothaargebirge,218.0,,0.038,12.346,23.91,4.106,40.575,it changes especially in this week the weather situation which changes especially in blue fog holsteins at redhair mountains it redhair mountains redhair mountains
gdVQKVcjBO8-00:12:53.080-00:13:07.200,in den nächsten tagen ändert sich das wetter dann schon wieder mit hohen temperatur und ändert sich vor allem in südwesten ostsüdosteuropas aber auch im westen nordosten ostsüdostwind.,424.0,,0.073,23.627,48.616,4.201,76.718,in the next few days the weather will change again with high temperature and will change especially in south-west eastern Southost Europe but also in the west north-east east south-east wind.
0AQHLPt8NDk-00:07:42.127-00:07:47.766,es geht weiter ungemütlich von polar bears es hat seinen punkt an den ostsee es hat seinen punkt an den ostsee stehe es gibt es an den ostsee stehe ,170.0,,0.033,9.713,18.384,4.098,32.402,it goes further uncomfortable from polar bears it has its point to the eastern lake it has its point to the eastern lake stand there it is at the eastern lake stand
63hltb-VK6Y-00:01:42.368-00:01:51.844,in den nächsten stunden ebenfalls wird es eher ein rung drängen auf den rung drängen diese rung drängt e rung wird drängt und e rung wird drängt,228.0,,0.042,12.69,23.833,4.188,40.956,"In the next few hours, too, it will be more likely to push for change to push for this change will push for and push for"
8n6wq6QS9Js-00:00:51.700-00:01:00.899,eagle flütt von südwest bis nach südfalen in finland finland finland finland finland finland finland finland finland finland finland finland ,276.0,,0.05,14.756,29.581,4.171,48.732,eagle flows from south west to south falen in finland finland finland finland finland finland finland finland finland finland finland finland finland finland finland finland finland finland
0HzztPiFelY-00:13:11.331-00:13:18.964,es ändert sich fast das wetter vor allem in den nächsten tagen es ändert sich fast das wetter vor allem in südosteuropa es schüttet ein raus aus dem südwesten europas,184.0,,0.035,9.777,20.518,4.102,34.605,it changes almost the weather especially in the next days it changes almost the weather especially in south-east Europe it pours out from the south-west of Europe
AdDxgNZ7nC0-00:06:55.514-00:07:00.752,die temperatur steigt ja auf werte werte um osten werte werte werte.,157.0,,0.031,8.048,16.959,1.743,26.982,the temperature rises to values values by east values values.
g6dL_64oZ3Y-00:08:48.500-00:08:49.759,e                               ,38.0,,0.012,2.231,2.683,4.129,9.225,e
7MO4gEUj6v0-00:08:12.040-00:08:24.600,es gibt eine stabile wetterlage so wie an der ostsee or auch an den küsten bei ostsee fängt es immer noch an zu stürmischen blauen walden an der ostsee drängt an,302.0,,0.052,15.828,31.975,4.097,52.125,there is a stable weather situation just like on the eastern lake or even on the coasts near eastern lake it still starts to stormy blue forests at the eastern lake
1cT9kp1pI8A-00:01:06.483-00:01:25.168,es gibt zahlreiche blaue nebel nebel blaue nebel blaue blaue blaue blaue blaue blaue blaue blaue blaue blaue blaue blaue blaue ,448.0,,0.075,24.763,50.316,4.133,79.487,there are numerous blue nebulae blue nebulae blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue blue
